id_hex wheel_hex sector pfeb tds_channel pad_channel x0 y0 z0 x1 y1 z1 x2 y2 z2 x3 y3 z3 wheel id layer quad
0x7f6842a000000000 0xA 4 1 36 28 332.744 1891.39 7464.55 164.572 1891.36 7464.48 347.087 1972.81 7464.68 171.682 1972.78 7464.62 10 9180661095356956672 1 0
0x7f68433000000000 0xA 4 1 37 29 476.027 1891.42 7464.6 332.744 1891.39 7464.55 496.313 1972.84 7464.74 347.087 1972.81 7464.68 10 9180661713832247296 1 0
0x7f68406800000000 0xA 4 1 26 18 -349.204 1972.69 7464.43 -494.43 1972.67 7464.37 -363.574 2054.11 7464.55 -514.744 2054.09 7464.5 10 9180658655815532544 1 0
0x7f6840f800000000 0xA 4 1 27 19 -173.799 1972.72 7464.49 -349.204 1972.69 7464.43 -180.936 2054.14 7464.62 -363.574 2054.11 7464.55 10 9180659274290823168 1 0
0x7f68418800000000 0xA 4 1 28 20 -1.05861 1972.75 7464.56 -173.799 1972.72 7464.49 -1.07269 2054.17 7464.69 -180.936 2054.14 7464.62 10 9180659892766113792 1 0
0x7f68421800000000 0xA 4 1 29 21 171.682 1972.78 7464.62 -1.05861 1972.75 7464.56 178.791 2054.2 7464.75 -1.07269 2054.17 7464.69 10 9180660511241404416 1 0
0x7f6842a800000000 0xA 4 1 30 22 347.087 1972.81 7464.68 171.682 1972.78 7464.62 361.429 2054.24 7464.82 178.791 2054.2 7464.75 10 9180661129716695040 1 0
0x7f68433800000000 0xA 4 1 31 23 496.313 1972.84 7464.74 347.087 1972.81 7464.68 516.599 2054.26 7464.88 361.429 2054.24 7464.82 10 9180661748191985664 1 0
0x7f68407000000000 0xA 4 1 20 12 -363.574 2054.11 7464.55 -514.744 2054.09 7464.5 -377.945 2135.53 7464.68 -535.058 2135.5 7464.62 10 9180658690175270912 1 0
0x7f68410000000000 0xA 4 1 21 13 -180.936 2054.14 7464.62 -363.574 2054.11 7464.55 -188.074 2135.56 7464.75 -377.945 2135.53 7464.68 10 9180659308650561536 1 0
0x7f68419000000000 0xA 4 1 22 14 -1.07269 2054.17 7464.69 -180.936 2054.14 7464.62 -1.08678 2135.59 7464.82 -188.074 2135.56 7464.75 10 9180659927125852160 1 0
0x7f68422000000000 0xA 4 1 23 15 178.791 2054.2 7464.75 -1.07269 2054.17 7464.69 185.9 2135.63 7464.89 -1.08678 2135.59 7464.82 10 9180660545601142784 1 0
0x7f6842b000000000 0xA 4 1 24 16 361.429 2054.24 7464.82 178.791 2054.2 7464.75 375.772 2135.66 7464.96 185.9 2135.63 7464.89 10 9180661164076433408 1 0
0x7f68434000000000 0xA 4 1 25 17 516.599 2054.26 7464.88 361.429 2054.24 7464.82 536.885 2135.69 7465.02 375.772 2135.66 7464.96 10 9180661782551724032 1 0
0x7f68407800000000 0xA 4 1 14 6 -377.945 2135.53 7464.68 -535.058 2135.5 7464.62 -392.316 2216.95 7464.81 -555.372 2216.92 7464.75 10 9180658724535009280 1 0
0x7f68410800000000 0xA 4 1 15 7 -188.074 2135.56 7464.75 -377.945 2135.53 7464.68 -195.211 2216.98 7464.88 -392.316 2216.95 7464.81 10 9180659343010299904 1 0
0x7f68419800000000 0xA 4 1 16 8 -1.08678 2135.59 7464.82 -188.074 2135.56 7464.75 -1.10086 2217.01 7464.95 -195.211 2216.98 7464.88 10 9180659961485590528 1 0
0x7f68422800000000 0xA 4 1 17 9 185.9 2135.63 7464.89 -1.08678 2135.59 7464.82 193.009 2217.05 7465.02 -1.10086 2217.01 7464.95 10 9180660579960881152 1 0
0x7f6842b800000000 0xA 4 1 18 10 375.772 2135.66 7464.96 185.9 2135.63 7464.89 390.114 2217.08 7465.1 193.009 2217.05 7465.02 10 9180661198436171776 1 0
0x7f68434800000000 0xA 4 1 19 11 536.885 2135.69 7465.02 375.772 2135.66 7464.96 557.171 2217.11 7465.16 390.114 2217.08 7465.1 10 9180661816911462400 1 0
0x7f68408000000000 0xA 4 1 8 0 -392.316 2216.95 7464.81 -555.372 2216.92 7464.75 -397.312 2245.26 7464.85 -562.436 2245.23 7464.79 10 9180658758894747648 1 0
0x7f68411000000000 0xA 4 1 9 1 -195.211 2216.98 7464.88 -392.316 2216.95 7464.81 -197.693 2245.29 7464.93 -397.312 2245.26 7464.85 10 9180659377370038272 1 0
0x7f6841a000000000 0xA 4 1 10 2 -1.10086 2217.01 7464.95 -195.211 2216.98 7464.88 -1.10576 2245.32 7465.0 -197.693 2245.29 7464.93 10 9180659995845328896 1 0
0x7f68423000000000 0xA 4 1 11 3 193.009 2217.05 7465.02 -1.10086 2217.01 7464.95 195.481 2245.36 7465.07 -1.10576 2245.32 7465.0 10 9180660614320619520 1 0
0x7f6842c000000000 0xA 4 1 12 4 390.114 2217.08 7465.1 193.009 2217.05 7465.02 395.101 2245.39 7465.15 195.481 2245.36 7465.07 10 9180661232795910144 1 0
0x7f68435000000000 0xA 4 1 13 5 557.171 2217.11 7465.16 390.114 2217.08 7465.1 564.224 2245.42 7465.21 395.101 2245.39 7465.15 10 9180661851271200768 1 0
0x7f88400000000000 0xA 4 9 86 52 -301.543 2280.56 7465.03 -571.172 2280.53 7465.01 -314.655 2380.07 7465.12 -595.993 2380.04 7465.09 10 9189665408393674752 1 1
0x7f88409000000000 0xA 4 9 87 53 -1.11239 2280.59 7465.06 -301.543 2280.56 7465.03 -1.12314 2380.1 7465.14 -314.655 2380.07 7465.12 10 9189666026868965376 1 1
0x7f88412000000000 0xA 4 9 88 54 299.319 2280.62 7465.08 -1.11239 2280.59 7465.06 312.409 2380.14 7465.17 -1.12314 2380.1 7465.14 10 9189666645344256000 1 1
0x7f8841b000000000 0xA 4 9 89 55 572.948 2280.65 7465.1 299.319 2280.62 7465.08 597.747 2380.17 7465.19 312.409 2380.14 7465.17 10 9189667263819546624 1 1
0x7f88400800000000 0xA 4 9 82 48 -314.655 2380.07 7465.12 -595.993 2380.04 7465.09 -325.383 2461.49 7465.19 -616.302 2461.46 7465.16 10 9189665442753413120 1 1
0x7f88409800000000 0xA 4 9 83 49 -1.12314 2380.1 7465.14 -314.655 2380.07 7465.12 -1.13193 2461.52 7465.21 -325.383 2461.49 7465.19 10 9189666061228703744 1 1
0x7f88412800000000 0xA 4 9 84 50 312.409 2380.14 7465.17 -1.12314 2380.1 7465.14 323.119 2461.56 7465.24 -1.13193 2461.52 7465.21 10 9189666679703994368 1 1
0x7f8841b800000000 0xA 4 9 85 51 597.747 2380.17 7465.19 312.409 2380.14 7465.17 618.038 2461.59 7465.26 323.119 2461.56 7465.24 10 9189667298179284992 1 1
0x7f88401000000000 0xA 4 9 78 44 -325.383 2461.49 7465.19 -616.302 2461.46 7465.16 -336.111 2542.91 7465.25 -636.611 2542.87 7465.23 10 9189665477113151488 1 1
0x7f8840a000000000 0xA 4 9 79 45 -1.13193 2461.52 7465.21 -325.383 2461.49 7465.19 -1.14073 2542.94 7465.28 -336.111 2542.91 7465.25 10 9189666095588442112 1 1
0x7f88413000000000 0xA 4 9 80 46 323.119 2461.56 7465.24 -1.13193 2461.52 7465.21 333.829 2542.98 7465.31 -1.14073 2542.94 7465.28 10 9189666714063732736 1 1
0x7f8841c000000000 0xA 4 9 81 47 618.038 2461.59 7465.26 323.119 2461.56 7465.24 638.33 2543.01 7465.33 333.829 2542.98 7465.31 10 9189667332539023360 1 1
0x7f88401800000000 0xA 4 9 74 40 -336.111 2542.91 7465.25 -636.611 2542.87 7465.23 -346.839 2624.32 7465.32 -656.92 2624.29 7465.3 10 9189665511472889856 1 1
0x7f8840a800000000 0xA 4 9 75 41 -1.14073 2542.94 7465.28 -336.111 2542.91 7465.25 -1.14952 2624.36 7465.35 -346.839 2624.32 7465.32 10 9189666129948180480 1 1
0x7f88413800000000 0xA 4 9 76 42 333.829 2542.98 7465.31 -1.14073 2542.94 7465.28 344.54 2624.4 7465.38 -1.14952 2624.36 7465.35 10 9189666748423471104 1 1
0x7f8841c800000000 0xA 4 9 77 43 638.33 2543.01 7465.33 333.829 2542.98 7465.31 658.621 2624.43 7465.41 344.54 2624.4 7465.38 10 9189667366898761728 1 1
0x7f88402000000000 0xA 4 9 70 36 -346.839 2624.32 7465.32 -656.92 2624.29 7465.3 -357.567 2705.74 7465.39 -677.229 2705.71 7465.37 10 9189665545832628224 1 1
0x7f8840b000000000 0xA 4 9 71 37 -1.14952 2624.36 7465.35 -346.839 2624.32 7465.32 -1.15831 2705.78 7465.42 -357.567 2705.74 7465.39 10 9189666164307918848 1 1
0x7f88414000000000 0xA 4 9 72 38 344.54 2624.4 7465.38 -1.14952 2624.36 7465.35 355.25 2705.82 7465.45 -1.15831 2705.78 7465.42 10 9189666782783209472 1 1
0x7f8841d000000000 0xA 4 9 73 39 658.621 2624.43 7465.41 344.54 2624.4 7465.38 678.912 2705.85 7465.48 355.25 2705.82 7465.45 10 9189667401258500096 1 1
0x7f88402800000000 0xA 4 9 66 32 -357.567 2705.74 7465.39 -677.229 2705.71 7465.37 -368.295 2787.16 7465.46 -697.537 2787.13 7465.43 10 9189665580192366592 1 1
0x7f8840b800000000 0xA 4 9 67 33 -1.15831 2705.78 7465.42 -357.567 2705.74 7465.39 -1.16711 2787.2 7465.49 -368.295 2787.16 7465.46 10 9189666198667657216 1 1
0x7f88414800000000 0xA 4 9 68 34 355.25 2705.82 7465.45 -1.15831 2705.78 7465.42 365.96 2787.24 7465.52 -1.16711 2787.2 7465.49 10 9189666817142947840 1 1
0x7f8841d800000000 0xA 4 9 69 35 678.912 2705.85 7465.48 355.25 2705.82 7465.45 699.203 2787.28 7465.55 365.96 2787.24 7465.52 10 9189667435618238464 1 1
0x7f88403000000000 0xA 4 9 62 28 -368.295 2787.16 7465.46 -697.537 2787.13 7465.43 -379.023 2868.58 7465.53 -717.846 2868.54 7465.5 10 9189665614552104960 1 1
0x7f8840c000000000 0xA 4 9 63 29 -1.16711 2787.2 7465.49 -368.295 2787.16 7465.46 -1.1759 2868.62 7465.56 -379.023 2868.58 7465.53 10 9189666233027395584 1 1
0x7f88415000000000 0xA 4 9 64 30 365.96 2787.24 7465.52 -1.16711 2787.2 7465.49 376.671 2868.66 7465.59 -1.1759 2868.62 7465.56 10 9189666851502686208 1 1
0x7f8841e000000000 0xA 4 9 65 31 699.203 2787.28 7465.55 365.96 2787.24 7465.52 719.494 2868.7 7465.62 376.671 2868.66 7465.59 10 9189667469977976832 1 1
0x7f88403800000000 0xA 4 9 58 24 -379.023 2868.58 7465.53 -717.846 2868.54 7465.5 -389.75 2950.0 7465.6 -738.155 2949.96 7465.57 10 9189665648911843328 1 1
0x7f8840c800000000 0xA 4 9 59 25 -1.1759 2868.62 7465.56 -379.023 2868.58 7465.53 -1.18469 2950.04 7465.63 -389.75 2950.0 7465.6 10 9189666267387133952 1 1
0x7f88415800000000 0xA 4 9 60 26 376.671 2868.66 7465.59 -1.1759 2868.62 7465.56 387.381 2950.08 7465.66 -1.18469 2950.04 7465.63 10 9189666885862424576 1 1
0x7f8841e800000000 0xA 4 9 61 27 719.494 2868.7 7465.62 376.671 2868.66 7465.59 739.786 2950.12 7465.69 387.381 2950.08 7465.66 10 9189667504337715200 1 1
0x7f88404000000000 0xA 4 9 54 20 -389.75 2950.0 7465.6 -738.155 2949.96 7465.57 -400.478 3031.42 7465.67 -758.464 3031.38 7465.64 10 9189665683271581696 1 1
0x7f8840d000000000 0xA 4 9 55 21 -1.18469 2950.04 7465.63 -389.75 2950.0 7465.6 -1.19349 3031.46 7465.7 -400.478 3031.42 7465.67 10 9189666301746872320 1 1
0x7f88416000000000 0xA 4 9 56 22 387.381 2950.08 7465.66 -1.18469 2950.04 7465.63 398.091 3031.5 7465.73 -1.19349 3031.46 7465.7 10 9189666920222162944 1 1
0x7f8841f000000000 0xA 4 9 57 23 739.786 2950.12 7465.69 387.381 2950.08 7465.66 760.077 3031.54 7465.76 398.091 3031.5 7465.73 10 9189667538697453568 1 1
0x7f88404800000000 0xA 4 9 50 16 -400.478 3031.42 7465.67 -758.464 3031.38 7465.64 -411.206 3112.84 7465.74 -778.773 3112.8 7465.71 10 9189665717631320064 1 1
0x7f8840d800000000 0xA 4 9 51 17 -1.19349 3031.46 7465.7 -400.478 3031.42 7465.67 -1.20228 3112.88 7465.77 -411.206 3112.84 7465.74 10 9189666336106610688 1 1
0x7f88416800000000 0xA 4 9 52 18 398.091 3031.5 7465.73 -1.19349 3031.46 7465.7 408.802 3112.93 7465.8 -1.20228 3112.88 7465.77 10 9189666954581901312 1 1
0x7f8841f800000000 0xA 4 9 53 19 760.077 3031.54 7465.76 398.091 3031.5 7465.73 780.368 3112.97 7465.83 408.802 3112.93 7465.8 10 9189667573057191936 1 1
0x7f88405000000000 0xA 4 9 46 12 -411.206 3112.84 7465.74 -778.773 3112.8 7465.71 -421.934 3194.26 7465.8 -799.081 3194.22 7465.77 10 9189665751991058432 1 1
0x7f8840e000000000 0xA 4 9 47 13 -1.20228 3112.88 7465.77 -411.206 3112.84 7465.74 -1.21107 3194.3 7465.84 -421.934 3194.26 7465.8 10 9189666370466349056 1 1
0x7f88417000000000 0xA 4 9 48 14 408.802 3112.93 7465.8 -1.20228 3112.88 7465.77 419.512 3194.35 7465.87 -1.21107 3194.3 7465.84 10 9189666988941639680 1 1
0x7f88420000000000 0xA 4 9 49 15 780.368 3112.97 7465.83 408.802 3112.93 7465.8 800.659 3194.39 7465.9 419.512 3194.35 7465.87 10 9189667607416930304 1 1
0x7f88405800000000 0xA 4 9 42 8 -421.934 3194.26 7465.8 -799.081 3194.22 7465.77 -432.662 3275.67 7465.87 -819.39 3275.63 7465.84 10 9189665786350796800 1 1
0x7f8840e800000000 0xA 4 9 43 9 -1.21107 3194.3 7465.84 -421.934 3194.26 7465.8 -1.21987 3275.72 7465.91 -432.662 3275.67 7465.87 10 9189666404826087424 1 1
0x7f88417800000000 0xA 4 9 44 10 419.512 3194.35 7465.87 -1.21107 3194.3 7465.84 430.222 3275.77 7465.94 -1.21987 3275.72 7465.91 10 9189667023301378048 1 1
0x7f88420800000000 0xA 4 9 45 11 800.659 3194.39 7465.9 419.512 3194.35 7465.87 820.95 3275.81 7465.98 430.222 3275.77 7465.94 10 9189667641776668672 1 1
0x7f88406000000000 0xA 4 9 38 4 -432.662 3275.67 7465.87 -819.39 3275.63 7465.84 -443.39 3357.09 7465.94 -839.699 3357.05 7465.91 10 9189665820710535168 1 1
0x7f8840f000000000 0xA 4 9 39 5 -1.21987 3275.72 7465.91 -432.662 3275.67 7465.87 -1.22866 3357.14 7465.98 -443.39 3357.09 7465.94 10 9189666439185825792 1 1
0x7f88418000000000 0xA 4 9 40 6 430.222 3275.77 7465.94 -1.21987 3275.72 7465.91 440.933 3357.19 7466.01 -1.22866 3357.14 7465.98 10 9189667057661116416 1 1
0x7f88421000000000 0xA 4 9 41 7 820.95 3275.81 7465.98 430.222 3275.77 7465.94 841.242 3357.23 7466.05 440.933 3357.19 7466.01 10 9189667676136407040 1 1
0x7f88406800000000 0xA 4 9 34 0 -443.39 3357.09 7465.94 -839.699 3357.05 7465.91 -455.65 3450.14 7466.02 -862.909 3450.1 7465.99 10 9189665855070273536 1 1
0x7f8840f800000000 0xA 4 9 35 1 -1.22866 3357.14 7465.98 -443.39 3357.09 7465.94 -1.23871 3450.19 7466.06 -455.65 3450.14 7466.02 10 9189666473545564160 1 1
0x7f88418800000000 0xA 4 9 36 2 440.933 3357.19 7466.01 -1.22866 3357.14 7465.98 453.173 3450.24 7466.1 -1.23871 3450.19 7466.06 10 9189667092020854784 1 1
0x7f88421800000000 0xA 4 9 37 3 841.242 3357.23 7466.05 440.933 3357.19 7466.01 864.431 3450.28 7466.13 453.173 3450.24 7466.1 10 9189667710496145408 1 1
0x7fa841b000000000 0xA 4 17 103 59 873.754 3487.58 7465.91 458.095 3487.75 7466.0 882.238 3519.96 7466.0 462.371 3520.13 7466.09 10 9198674463074287616 1 2
0x7fa8412000000000 0xA 4 17 102 58 458.095 3487.75 7466.0 -1.24075 3487.94 7466.1 462.371 3520.13 7466.09 -1.22741 3520.32 7466.19 10 9198673844598996992 1 2
0x7fa8409000000000 0xA 4 17 101 57 -1.24075 3487.94 7466.1 -460.576 3488.13 7466.2 -1.22741 3520.32 7466.19 -464.826 3520.51 7466.29 10 9198673226123706368 1 2
0x7fa8400000000000 0xA 4 17 100 56 -460.576 3488.13 7466.2 -872.236 3488.3 7466.29 -464.826 3520.51 7466.29 -880.692 3520.68 7466.38 10 9198672607648415744 1 2
0x7fa841b800000000 0xA 4 17 99 55 882.238 3519.96 7466.0 462.371 3520.13 7466.09 903.569 3601.37 7466.21 473.124 3601.54 7466.3 10 9198674497434025984 1 2
0x7fa8412800000000 0xA 4 17 98 54 462.371 3520.13 7466.09 -1.22741 3520.32 7466.19 473.124 3601.54 7466.3 -1.19387 3601.74 7466.41 10 9198673878958735360 1 2
0x7fa8409800000000 0xA 4 17 97 53 -1.22741 3520.32 7466.19 -464.826 3520.51 7466.29 -1.19387 3601.74 7466.41 -475.511 3601.94 7466.51 10 9198673260483444736 1 2
0x7fa8400800000000 0xA 4 17 96 52 -464.826 3520.51 7466.29 -880.692 3520.68 7466.38 -475.511 3601.94 7466.51 -901.957 3602.11 7466.6 10 9198672642008154112 1 2
0x7fa841c000000000 0xA 4 17 95 51 903.569 3601.37 7466.21 473.124 3601.54 7466.3 924.901 3682.78 7466.42 483.876 3682.96 7466.52 10 9198674531793764352 1 2
0x7fa8413000000000 0xA 4 17 94 50 473.124 3601.54 7466.3 -1.19387 3601.74 7466.41 483.876 3682.96 7466.52 -1.16032 3683.16 7466.62 10 9198673913318473728 1 2
0x7fa840a000000000 0xA 4 17 93 49 -1.19387 3601.74 7466.41 -475.511 3601.94 7466.51 -1.16032 3683.16 7466.62 -486.197 3683.36 7466.73 10 9198673294843183104 1 2
0x7fa8401000000000 0xA 4 17 92 48 -475.511 3601.94 7466.51 -901.957 3602.11 7466.6 -486.197 3683.36 7466.73 -923.222 3683.54 7466.82 10 9198672676367892480 1 2
0x7fa841c800000000 0xA 4 17 91 47 924.901 3682.78 7466.42 483.876 3682.96 7466.52 946.233 3764.19 7466.63 494.629 3764.38 7466.73 10 9198674566153502720 1 2
0x7fa8413800000000 0xA 4 17 90 46 483.876 3682.96 7466.52 -1.16032 3683.16 7466.62 494.629 3764.38 7466.73 -1.12678 3764.58 7466.84 10 9198673947678212096 1 2
0x7fa840a800000000 0xA 4 17 89 45 -1.16032 3683.16 7466.62 -486.197 3683.36 7466.73 -1.12678 3764.58 7466.84 -496.883 3764.78 7466.95 10 9198673329202921472 1 2
0x7fa8401800000000 0xA 4 17 88 44 -486.197 3683.36 7466.73 -923.222 3683.54 7466.82 -496.883 3764.78 7466.95 -944.486 3764.97 7467.04 10 9198672710727630848 1 2
0x7fa841d000000000 0xA 4 17 87 43 946.233 3764.19 7466.63 494.629 3764.38 7466.73 967.564 3845.6 7466.84 505.382 3845.79 7466.94 10 9198674600513241088 1 2
0x7fa8414000000000 0xA 4 17 86 42 494.629 3764.38 7466.73 -1.12678 3764.58 7466.84 505.382 3845.79 7466.94 -1.09323 3846.0 7467.05 10 9198673982037950464 1 2
0x7fa840b000000000 0xA 4 17 85 41 -1.12678 3764.58 7466.84 -496.883 3764.78 7466.95 -1.09323 3846.0 7467.05 -507.568 3846.21 7467.16 10 9198673363562659840 1 2
0x7fa8402000000000 0xA 4 17 84 40 -496.883 3764.78 7466.95 -944.486 3764.97 7467.04 -507.568 3846.21 7467.16 -965.751 3846.4 7467.26 10 9198672745087369216 1 2
0x7fa841d800000000 0xA 4 17 83 39 967.564 3845.6 7466.84 505.382 3845.79 7466.94 988.896 3927.01 7467.05 516.134 3927.21 7467.16 10 9198674634872979456 1 2
0x7fa8414800000000 0xA 4 17 82 38 505.382 3845.79 7466.94 -1.09323 3846.0 7467.05 516.134 3927.21 7467.16 -1.05969 3927.42 7467.27 10 9198674016397688832 1 2
0x7fa840b800000000 0xA 4 17 81 37 -1.09323 3846.0 7467.05 -507.568 3846.21 7467.16 -1.05969 3927.42 7467.27 -518.254 3927.63 7467.38 10 9198673397922398208 1 2
0x7fa8402800000000 0xA 4 17 80 36 -507.568 3846.21 7467.16 -965.751 3846.4 7467.26 -518.254 3927.63 7467.38 -987.016 3927.82 7467.48 10 9198672779447107584 1 2
0x7fa841e000000000 0xA 4 17 79 35 988.896 3927.01 7467.05 516.134 3927.21 7467.16 1010.23 4008.42 7467.26 526.887 4008.62 7467.37 10 9198674669232717824 1 2
0x7fa8415000000000 0xA 4 17 78 34 516.134 3927.21 7467.16 -1.05969 3927.42 7467.27 526.887 4008.62 7467.37 -1.02614 4008.84 7467.48 10 9198674050757427200 1 2
0x7fa840c000000000 0xA 4 17 77 33 -1.05969 3927.42 7467.27 -518.254 3927.63 7467.38 -1.02614 4008.84 7467.48 -528.939 4009.06 7467.6 10 9198673432282136576 1 2
0x7fa8403000000000 0xA 4 17 76 32 -518.254 3927.63 7467.38 -987.016 3927.82 7467.48 -528.939 4009.06 7467.6 -1008.28 4009.25 7467.71 10 9198672813806845952 1 2
0x7fa841e800000000 0xA 4 17 75 31 1010.23 4008.42 7467.26 526.887 4008.62 7467.37 1028.01 4089.83 7467.48 537.64 4090.04 7467.58 10 9198674703592456192 1 2
0x7fa8415800000000 0xA 4 17 74 30 526.887 4008.62 7467.37 -1.02614 4008.84 7467.48 537.64 4090.04 7467.58 -0.992598 4090.26 7467.7 10 9198674085117165568 1 2
0x7fa840c800000000 0xA 4 17 73 29 -1.02614 4008.84 7467.48 -528.939 4009.06 7467.6 -0.992598 4090.26 7467.7 -539.625 4090.48 7467.82 10 9198673466641874944 1 2
0x7fa8403800000000 0xA 4 17 72 28 -528.939 4009.06 7467.6 -1008.28 4009.25 7467.71 -539.625 4090.48 7467.82 -1025.99 4090.68 7467.93 10 9198672848166584320 1 2
0x7fa841f000000000 0xA 4 17 71 27 1028.01 4089.83 7467.48 537.64 4090.04 7467.58 1028.04 4171.25 7467.69 548.393 4171.45 7467.8 10 9198674737952194560 1 2
0x7fa8416000000000 0xA 4 17 70 26 537.64 4090.04 7467.58 -0.992598 4090.26 7467.7 548.393 4171.45 7467.8 -0.959053 4171.68 7467.92 10 9198674119476903936 1 2
0x7fa840d000000000 0xA 4 17 69 25 -0.992598 4090.26 7467.7 -539.625 4090.48 7467.82 -0.959053 4171.68 7467.92 -550.311 4171.9 7468.04 10 9198673501001613312 1 2
0x7fa8404000000000 0xA 4 17 68 24 -539.625 4090.48 7467.82 -1025.99 4090.68 7467.93 -550.311 4171.9 7468.04 -1025.96 4172.1 7468.14 10 9198672882526322688 1 2
0x7fa841f800000000 0xA 4 17 67 23 1028.04 4171.25 7467.69 548.393 4171.45 7467.8 1028.07 4252.67 7467.91 559.145 4252.87 7468.01 10 9198674772311932928 1 2
0x7fa8416800000000 0xA 4 17 66 22 548.393 4171.45 7467.8 -0.959053 4171.68 7467.92 559.145 4252.87 7468.01 -0.925508 4253.1 7468.13 10 9198674153836642304 1 2
0x7fa840d800000000 0xA 4 17 65 21 -0.959053 4171.68 7467.92 -550.311 4171.9 7468.04 -0.925508 4253.1 7468.13 -560.996 4253.33 7468.25 10 9198673535361351680 1 2
0x7fa8404800000000 0xA 4 17 64 20 -550.311 4171.9 7468.04 -1025.96 4172.1 7468.14 -560.996 4253.33 7468.25 -1025.93 4253.52 7468.36 10 9198672916886061056 1 2
0x7fa8420000000000 0xA 4 17 63 19 1028.07 4252.67 7467.91 559.145 4252.87 7468.01 1028.11 4334.09 7468.12 569.898 4334.28 7468.22 10 9198674806671671296 1 2
0x7fa8417000000000 0xA 4 17 62 18 559.145 4252.87 7468.01 -0.925508 4253.1 7468.13 569.898 4334.28 7468.22 -0.891963 4334.52 7468.35 10 9198674188196380672 1 2
0x7fa840e000000000 0xA 4 17 61 17 -0.925508 4253.1 7468.13 -560.996 4253.33 7468.25 -0.891963 4334.52 7468.35 -571.682 4334.75 7468.47 10 9198673569721090048 1 2
0x7fa8405000000000 0xA 4 17 60 16 -560.996 4253.33 7468.25 -1025.93 4253.52 7468.36 -571.682 4334.75 7468.47 -1025.89 4334.94 7468.57 10 9198672951245799424 1 2
0x7fa8420800000000 0xA 4 17 59 15 1028.11 4334.09 7468.12 569.898 4334.28 7468.22 1028.14 4415.51 7468.34 580.651 4415.7 7468.44 10 9198674841031409664 1 2
0x7fa8417800000000 0xA 4 17 58 14 569.898 4334.28 7468.22 -0.891963 4334.52 7468.35 580.651 4415.7 7468.44 -0.858418 4415.94 7468.56 10 9198674222556119040 1 2
0x7fa840e800000000 0xA 4 17 57 13 -0.891963 4334.52 7468.35 -571.682 4334.75 7468.47 -0.858418 4415.94 7468.56 -582.367 4416.18 7468.69 10 9198673604080828416 1 2
0x7fa8405800000000 0xA 4 17 56 12 -571.682 4334.75 7468.47 -1025.89 4334.94 7468.57 -582.367 4416.18 7468.69 -1025.86 4416.36 7468.79 10 9198672985605537792 1 2
0x7fa8421000000000 0xA 4 17 55 11 1028.14 4415.51 7468.34 580.651 4415.7 7468.44 1028.18 4496.93 7468.55 591.403 4497.11 7468.65 10 9198674875391148032 1 2
0x7fa8418000000000 0xA 4 17 54 10 580.651 4415.7 7468.44 -0.858418 4415.94 7468.56 591.403 4497.11 7468.65 -0.824873 4497.36 7468.78 10 9198674256915857408 1 2
0x7fa840f000000000 0xA 4 17 53 9 -0.858418 4415.94 7468.56 -582.367 4416.18 7468.69 -0.824873 4497.36 7468.78 -593.053 4497.6 7468.91 10 9198673638440566784 1 2
0x7fa8406000000000 0xA 4 17 52 8 -582.367 4416.18 7468.69 -1025.86 4416.36 7468.79 -593.053 4497.6 7468.91 -1025.82 4497.78 7469.0 10 9198673019965276160 1 2
0x7fa8421800000000 0xA 4 17 51 7 1028.18 4496.93 7468.55 591.403 4497.11 7468.65 1028.21 4578.35 7468.77 602.156 4578.53 7468.86 10 9198674909750886400 1 2
0x7fa8418800000000 0xA 4 17 50 6 591.403 4497.11 7468.65 -0.824873 4497.36 7468.78 602.156 4578.53 7468.86 -0.791328 4578.78 7469.0 10 9198674291275595776 1 2
0x7fa840f800000000 0xA 4 17 49 5 -0.824873 4497.36 7468.78 -593.053 4497.6 7468.91 -0.791328 4578.78 7469.0 -603.739 4579.02 7469.13 10 9198673672800305152 1 2
0x7fa8406800000000 0xA 4 17 48 4 -593.053 4497.6 7468.91 -1025.82 4497.78 7469.0 -603.739 4579.02 7469.13 -1025.79 4579.2 7469.22 10 9198673054325014528 1 2
0x7fa8422000000000 0xA 4 17 47 3 1028.21 4578.35 7468.77 602.156 4578.53 7468.86 1028.22 4615.51 7468.87 607.063 4615.69 7468.96 10 9198674944110624768 1 2
0x7fa8419000000000 0xA 4 17 46 2 602.156 4578.53 7468.86 -0.791328 4578.78 7469.0 607.063 4615.69 7468.96 -0.776018 4615.94 7469.09 10 9198674325635334144 1 2
0x7fa8410000000000 0xA 4 17 45 1 -0.791328 4578.78 7469.0 -603.739 4579.02 7469.13 -0.776018 4615.94 7469.09 -608.616 4616.19 7469.23 10 9198673707160043520 1 2
0x7fa8407000000000 0xA 4 17 44 0 -603.739 4579.02 7469.13 -1025.79 4579.2 7469.22 -608.616 4616.19 7469.23 -1025.78 4616.36 7469.32 10 9198673088684752896 1 2
0x7f68813000000000 0xA 4 2 103 95 -45.9383 1121.11 7474.13 -144.736 1121.09 7474.09 -49.5178 1202.77 7474.26 -155.501 1202.75 7474.22 10 9180729883553169408 2 0
0x7f6881c000000000 0xA 4 2 102 94 52.1076 1121.13 7474.16 -45.9383 1121.11 7474.13 55.6588 1202.79 7474.3 -49.5178 1202.77 7474.26 10 9180730502028460032 2 0
